"Company ID","Company Name","Branch ID","Street Address","City","State","Country","Postal Code","Contact Name","Contact Phone Number","Contact Email","License Number","License Name"
1148267,"Action Financial Services, Llc",,"2055 Cardinal Ave ","Medford","OR","USA",97504,"Rebecca Dillon","541-441-2772","rdillon@actionfinancial.us.com","DC1148267","MA Debt Collector"
1103081,"Admin Recovery Llc",,"45 Earhart Drive Suite 102","Williamsville","NY","USA",14221,"Frank Parisi","855-777-0152","fparisi@adminrecovery.com","DC1103081","MA Debt Collector"
3078,"Advanced Call Center Technologies, Llc",,"2238 East Fairview Ave ","Johnson City","TN","USA",37601,"Tammy Mcewen","610-640-4900 ext 144","tmcewen@cdventures.net","DC0516","MA Debt Collector"
939588,"Afni, Inc.",,"1310 Martin Luther King Drive ","Bloomington","IL","USA",61701,"Alicia Mckeighan","309-831-3359","aliciamckeighan@afni.com","DC0711","MA Debt Collector"
921364,"Ais Recovery Solutions, Llc",,"1212 Corporate Drive, Suite 400 ","Irving","TX","USA",75038,"Jon Mccleskey","405-702-4846","jmccleskey@americaninfosource.com","DC921364","MA Debt Collector"
921364,"Ais Recovery Solutions, Llc",975036,"4515 N. Santa Fe Ave. ","Oklahoma City","OK","USA",73118,"Jon Mccleskey","405-702-4846","jmccleskey@americaninfosource.com","DC921364","MA Debt Collector"
921364,"Ais Recovery Solutions, Llc",1591397,"Besides Alembic Admin Building Alembic Premises, Alembic Road, Gorwa","Vadodara",,"IND",390003,"Jon Mccleskey","405-702-4846","jmccleskey@americaninfosource.com","DC921364","MA Debt Collector"
946131,"All Cape Cod & Islands Collection Service, Inc.",,"38 Sisson Rd. Suite 304 ","Harwich Port","MA","USA",2646,"Terry Hayden","774-237-2731","allcape@comcast.net","DC0011","MA Debt Collector"
1491400,"All Debt Solutions, Inc.",,"258 Main Street, Suite 111 ","Milford","MA","USA",1757,"John Tammaro","744-804-3328","john@alldebtsolutionsinc.com","DC1491400","MA Debt Collector"
929077,"Alliance Collection Agencies, Inc.",,"3916 S. Business Park Ave. Po Box 1267","Marshfield","WI","USA",54449,"Denise Fournier","715-486-2100x2139","denise.fournier@alliance-collections.com","DC112062-101","MA Debt Collector"
441662,"Allianceone Receivables Management, Inc",,"4850 E Street Road, Suite 300 ","Trevose","PA","USA",19053,"Alanna Proctor","651-255-2169","alanna.proctor@allianceoneinc.com","DC0769","MA Debt Collector"
441662,"Allianceone Receivables Management, Inc",950697,"4850 Street Road Suite 300","Trevose","PA","USA",19053,"Alanna Proctor","651-255-2169","alanna.proctor@allianceoneinc.com","DC111180 - 101","MA Debt Collector"
441662,"Allianceone Receivables Management, Inc",951445,"6565 Kimball Drive Suite 200","Gig Harbor","WA","USA",98335,"Alanna Proctor","651-255-2169","alanna.proctor@allianceoneinc.com","DC111180 - 107","MA Debt Collector"
441662,"Allianceone Receivables Management, Inc",951698,"1 Mangrove Way Montego Bay Free Zone","Montego Bay",,"JAM","West Indies","Alanna Proctor","651-255-2169","alanna.proctor@allianceoneinc.com","DC1180 -102","MA Debt Collector"
441662,"Allianceone Receivables Management, Inc",951781,"3000 Ames Crossing Road Suite 750","Eagan","MN","USA",55121,"Alanna Proctor","651-255-2169","alanna.proctor@allianceoneinc.com","DC111180 - 104","MA Debt Collector"
441662,"Allianceone Receivables Management, Inc",951801,"1684 Woodlands Drive Suite 150","Maumee","OH","USA",43537,"Alanna Proctor","651-255-2169","alanna.proctor@allianceoneinc.com","DC111180 - 106","MA Debt Collector"
441662,"Allianceone Receivables Management, Inc",951835,"6160 Mission Gorge Road Suite 300","San Diego","CA","USA",92120,"Alanna Proctor","651-255-2169","alanna.proctor@allianceoneinc.com","DC111180 - 108","MA Debt Collector"
441662,"Allianceone Receivables Management, Inc",1014341,"7311 Quality Circle Drive ","Anderson","IN","USA",46013,"Alanna Proctor","651-255-2169","alanna.proctor@allianceoneinc.com","DC441662","MA Debt Collector"
934694,"Allied Account Services, Inc",,"422 Bedford Ave ","Bellmore","NY","USA",11710,"James Mott","516-783-9500x101","jmott@alliedaccountservices.com","DC0229","MA Debt Collector"
1028466,"Allied Collection Services, Inc.",,"3080 S. Durango Drive Ste 208","Las Vegas","NV","USA",89117,"Allicia Tomolo","702-946-8440","abtomolo@gmail.com","DC1028466","MA Debt Collector"
934303,"Allied International Credit Corp., (Us)",,"2222-2228 West Northern Ave. Suite B202","Phoenix","AZ","USA",85021,"Joelle Armstrong","905-943-2321x2321","joelle.armstrong@aiccorp.com","DC0731","MA Debt Collector"
934303,"Allied International Credit Corp., (Us)",943913,"16635 Yonge Street, Unit 26 ","Newmarket",,"ONC","L3X 1V6","Joelle Armstrong","905-943-2321x2321","joelle.armstrong@aiccorp.com","DC934303","MA Debt Collector"
934303,"Allied International Credit Corp., (Us)",944467,"6800 Paragon Place, Suite 400 ","Richmond","VA","USA",23230,"Joelle Armstrong","905-943-2321x2321","joelle.armstrong@aiccorp.com","DC934303","MA Debt Collector"
934303,"Allied International Credit Corp., (Us)",1003942,"16 F Three World Square Bldg., Upper Mckinley Rd. Mckinley Hill, Fort Bonifacio, Taguig City","1634 Metro Manila",,"PHL",1634,"Joelle Armstrong","905-943-2321x2321","joelle.armstrong@aiccorp.com","DC934303","MA Debt Collector"
928901,"Allied Interstate Llc",,"12755 Highway 55, Suite 300 ","Plymouth","MN","USA",55441,"Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC0475","MA Debt Collector"
928901,"Allied Interstate Llc",1014778,"49 Winter Street ","Weymouth","MA","USA",2189,"Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC928901","MA Debt Collector"
928901,"Allied Interstate Llc",1078182,"2F & 3F Bpo Building 1 & 2, Sm City Clark M.A. Roxas Highway, Brgy. Malabanias, Angeles City","Pampanga",,"PHL",2009,"Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC928901","MA Debt Collector"
928901,"Allied Interstate Llc",1084417,"7525 West Campus Rd ","New Albany","OH","USA",43054,"Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC928901","MA Debt Collector"
928901,"Allied Interstate Llc",1084425,"2290 Agate Court, Suite A1 ","Simi Valley","CA","USA",93065,"Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC928901","MA Debt Collector"
928901,"Allied Interstate Llc",1084440,"1330 West Southern Avenue, Suite 301 ","Tempe","AZ","USA",85282,"Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC928901","MA Debt Collector"
928901,"Allied Interstate Llc",1084442,"540 Dick Road, Suite 100 ","Depew","NY","USA",14043,"Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC928901","MA Debt Collector"
928901,"Allied Interstate Llc",1084444,"A-154A, Sector 63 ","Noida, U.P.",,"IND","201 301","Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC928901","MA Debt Collector"
928901,"Allied Interstate Llc",1084448,"Bldg. 1, Berthaphil 3, Jose Abad Santos Ave., ","Clark Freeport Zone",,"PHL",2023,"Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC928901","MA Debt Collector"
928901,"Allied Interstate Llc",1084449,"8440 Dorchester Road, Suite 3 ","North Charleston","SC","USA",29418,"Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC928901","MA Debt Collector"
928901,"Allied Interstate Llc",1124789,"Governor'S Drive Corner Aguinaldo Highway Brgy. Sampaloc 1","Dasmariñas City, Cavite",,"PHL",,"Stephanie Schuitt","760-534-0310","stephanie.schuitt@iqor.com","DC928901","MA Debt Collector"
953712,"Alltran Education, Inc.",,"840 S Frontage Road ","Woodridge","IL","USA",60517,"Alicia Lebron","630-320-5709","alicia.lebron@alltran.com","DC0170","MA Debt Collector"
988026,"Alltran Financial, Lp",,"5800 North Course Drive ","Houston","TX","USA",77072,"Eran O'Briant","713-458-5824","licensing@alltran.com","DC0344","MA Debt Collector"
988026,"Alltran Financial, Lp",998533,"4001 East 29Th Street Suite 130","Bryan","TX","USA",77805,"Eran O'Briant","713-458-5824","licensing@alltran.com","DC988026","MA Debt Collector"
988026,"Alltran Financial, Lp",998609,"6506 South Lewis Suite 260","Tulsa","OK","USA",74136,"Eran O'Briant","713-458-5824","licensing@alltran.com","DC988026","MA Debt Collector"
988026,"Alltran Financial, Lp",1510750,"200 14Th Avenue East ","Sartell","MN","USA",56377,"Eran O'Briant","713-458-5824","licensing@alltran.com","DC988026","MA Debt Collector"
934190,"Alltran Health, Inc.",,"200 14Th Avenue East ","Sartell","MN","USA",56377,"Stacy Mosher","320-493-3078","stacy.mosher@alltran.com","DC0915","MA Debt Collector"
928747,"Alpha Recovery Corp.",,"6912 S Quentin St. #10 ","Centennial","CO","USA",80112,"Frank Woodhouse","720-509-2101","fwoodhouse@alpharecoverycorp.com","DC928747","MA Debt Collector"
928747,"Alpha Recovery Corp.",1509083,"4515 S. Mcclintock Drive Suite 220","Tempe","AZ","USA",85282,"Frank Woodhouse","720-509-2101","fwoodhouse@alpharecoverycorp.com","DC928747","MA Debt Collector"
1512719,"Alternative Collections, Llc",,"1140 Wehrle Dr ","Williamsville","NY","USA",14221,"Robert Powell","214-304-6365","robert@rpowell.net","DC1512719","MA Debt Collector"
950427,"Alw Sourcing, Llc",,"500 Virginia Drive Suite 514","Ft. Washington","PA","USA",19034,"William Allen","302-324-5656","bill.allen@alwsourcing.com","DC1304","MA Debt Collector"
929734,"American Adjustment Bureau,Inc.",,"73 Field St. ","Waterbury","CT","USA",6702,"Joseph Valdez","866-480-5566","american@aabinfo.net","DC1043","MA Debt Collector"
816187,"American Coradius International Llc",,"2420 Sweet Home Rd., Suite 150 ","Amherst","NY","USA",14228,"Stephen Moeller","716-418-7169","smoeller@acillc.org","DC0959","MA Debt Collector"
345863,"American Credit Acceptance, Llc",,"961 East Main Street ","Spartanburg","SC","USA",29302,"Chris Strickland","864-504-3731","chris.strickland@acacceptance.com","DC345863","MA Debt Collector"
954544,"American Credit Bureau, Inc,",,"1200 North Federal Highway, Suite # 200 ","Boca Raton","FL","USA",33432,"Jennifer Gonzalez","561-734-3999 ext # 1428","accounting@acbhq.com","DC0917","MA Debt Collector"
951467,"American Credit Management Inc",,"25 St Mary'S Rd ","Tewksbury","MA","USA",1876,"James Hatch","978-657-9656","americancredit1@verizon.net","DC0386","MA Debt Collector"
338923,"American Neighborhood Mortgage Acceptance Company Llc",,"700 East Gate Drive Suite 400","Mount Laurel","NJ","USA",8054,"Marie Vespa","866-312-6682","licensing@annie-mac.com","DC338923","MA Debt Collector"
945971,"American Profit Recovery, Inc.",,"34505 W. 12 Mile Road # 333 ","Farmington Hills","MI","USA",48331,"Jeff Dimatteo","248-948-0601","jeff.dimatteo@americanprofit.net","DC0857","MA Debt Collector"
933103,"American Recovery Service Incorporated",,"555 St. Charles Drive Suite 100","Thousand Oaks","CA","USA",91360,"Michael Lavigne","805-379-8500x1638","compliance@arsigroup.com","DC0585","MA Debt Collector"
908759,"Americollect, Inc.",,"1851 S. Alverno Rd. ","Manitowoc","WI","USA",54220,"Melissa Kracht","920-769-1427","licensing@americollect.com","DC908759","MA Debt Collector"
254272,"Amerinational Community Services, Llc",,"217 S. Newton Ave ","Albert Lea","MN","USA",56007,"Adrienne Thorson","507-377-6030x1263","athorson@amerinational.net","DC254272","MA Debt Collector"
254272,"Amerinational Community Services, Llc",291924,"921 E Fort Ave., Suite 120-125 ","Baltimore","MD","USA",21230,"Adrienne Thorson","507-377-6030x1263","athorson@amerinational.net","DC254272","MA Debt Collector"
254272,"Amerinational Community Services, Llc",296200,"8121 E Florence Ave. ","Downey","CA","USA",90240,"Adrienne Thorson","507-377-6030x1263","athorson@amerinational.net","DC296200","MA Debt Collector"
1111855,"Amos Financial Llc",,"3330 Skokie Valley Road Suite 301","Highland Park","IL","USA",60035,"Brian Donegan","847-433-2600x105","brian@amosfinancial.com","DC1111855","MA Debt Collector"
922863,"Amsher Collection Services, Inc.",,"4524 Southlake Parkway, Suite 15 ","Hoover","AL","USA",35244,"Krista Forbus","205-943-6142","kforbus@amsher.com","DC0847","MA Debt Collector"
1289659,"Andrew Metcalf",,"185 Main St Suite 34","Avon","MA","USA",2322,"Andrew Metcalf","508-857-4410","andy.metcalf@comcast.net","DC1289659","MA Debt Collector"
791182,"Apelles, Llc",,"3700 Corporate Drive Suite 240","Columbus","OH","USA",43231,"Michael Fitzmartin","614-899-7322 x222","mfitzmartin@apellesnow.com","DC791182","MA Debt Collector"
934304,"Ars National Services, Inc.",,"201 W. Grand Ave. ","Escondido","CA","USA",92025,"Erica Iwaszkiewicz","760-735-2700","erica.iwaszkiewicz@arsnational.com","DC0601","MA Debt Collector"
934304,"Ars National Services, Inc.",944368,"9859 7Th Street ","Rancho Cucamonga","CA","USA",91730,"Erica Iwaszkiewicz","760-735-2700","erica.iwaszkiewicz@arsnational.com","DC111077-102","MA Debt Collector"
934304,"Ars National Services, Inc.",944372,"7954 Baymeadows Way ","Jacksonville","FL","USA",32256,"Erica Iwaszkiewicz","760-735-2700","erica.iwaszkiewicz@arsnational.com","DC111077-103","MA Debt Collector"
197476,"Ars Portfolio Services, Llc",,"6400 Main Street ","Williamsville","NY","USA",14221,"Stephen Bissett","716-616-5000","stephen.bissett@fiserv.com","DC1265","MA Debt Collector"
197476,"Ars Portfolio Services, Llc",1605022,"600 Colonial Center Pkwy. ","Lake Mary","FL","USA",32746,"Stephen Bissett","716-616-5000","stephen.bissett@fiserv.com","DC197476","MA Debt Collector"
1456896,"Arstrat, Llc",,"9800 Centre Parkway #1100","Houston","TX","USA",77036,"Frederick Derivas","713-414-5322","fred.derivas@arstrat.com","DC1456896","MA Debt Collector"
934277,"Ascensionpoint Recovery Services, Llc",,"200 Coon Rapids Blvd. Ste. 200","Coon Rapids","MN","USA",55433,"Meghann Jeffrey","763-235-4054","meghann.jeffrey@ascensionpoint.com","DC1199","MA Debt Collector"
934277,"Ascensionpoint Recovery Services, Llc",947917,"600 Highway 169 South Suite 1520","Saint Louis Park","MN","USA",55426,"Meghann Jeffrey","763-235-4054","meghann.jeffrey@ascensionpoint.com","DC111448-101","MA Debt Collector"
934555,"Aspen National Financial, Inc.",,"827 Rood Ave. ","Grand Junction","CO","USA",81501,"Rebecca Tonozzi","970-263-7320","rtonozzi@aspennational.com","DC0806","MA Debt Collector"
934555,"Aspen National Financial, Inc.",939624,"18110 Powell Road ","Brooksville","FL","USA",34604,"Rebecca Tonozzi","970-263-7320","rtonozzi@aspennational.com","DC111210-101","MA Debt Collector"
1006118,"Aspire Resources Inc.",,"6775 Vista Drive ","West Des Moines","IA","USA",50266,"Carrie Voorhees","515-273-7416","collectioncompliance2@studentloan.org","DC1006118","MA Debt Collector"
947923,"Asset Recovery Solutions, Llc",,"2200 E Devon Ave Suite 200","Des Plaines","IL","USA",60018,"Steven Fishbein","847-257-8305","sfishbein@arsllc.com","DC1260","MA Debt Collector"
221718,"Associated Credit Services, Inc.",,"115 Flanders Road Suite 140","Westborough","MA","USA",1581,"Darya Coldwell","800-531-6500x288","dcoldwell@acsrecovery.com","DC0279","MA Debt Collector"
922886,"Astra Business Services Private Limited",,"A-6 Iind Floor Sector 16","Noida, U.P",,"IND",201301,"Rakesh Kumar","866-823-1670","compliance@astraglobal.com","DC0952","MA Debt Collector"
934305,"Atg Credit, Llc",,"1700 W. Cortland #201","Chicago","IL","USA",60622,"Andrew Twyman","773-549-2060","andrew@atgcredit.com","DC1178","MA Debt Collector"
937152,"Atlantic Business Service Group, Inc.",,"49 Winter St ","Weymouth","MA","USA",2188,"M Barilaro","781-340-0404","atlanticbusinessservice@hotmail.com","DC0410","MA Debt Collector"
940558,"Atlantic Credit & Finance, Inc.",,"3353 Orange Avenue ","Roanoke","VA","USA",24012,"Clint Switzer","540-772-7800","clint.switzer@acf-inc.com","DC1079","MA Debt Collector"
940558,"Atlantic Credit & Finance, Inc.",1283302,"16 Mcleland Road, Suite 101 ","St. Cloud","MN","USA",56303,"Clint Switzer","540-772-7800","clint.switzer@acf-inc.com","DC940558","MA Debt Collector"
953138,"Audit Systems,Inc",,"3696 Ulmerton Rd Ste 200","Clearwater","FL","USA",33762,"Carol Jacobs","800-515-1144","asi.quality@verizon.net","DC0641","MA Debt Collector"
933125,"Automated Collection Services, Inc",,"2802 Opryland Dr ","Nashville","TN","USA",37214,"Richard Blair","615-690-1619","acsilicensing@acsi.net","DC112040-101","MA Debt Collector"
939463,"Axis Financial Services, Inc.",,"2774 Gateway Rd ","Carlsbad","CA","USA",92009,"Vanessa Griffin","760-929-6685 xt 1127","vgriffin@pinnaclrecovery.com","DC112081-100","MA Debt Collector"
948399,"Balanced Healthcare Receivables, Llc",,"164 Burke Street Suite 201","Nashua","NH","USA",3060,"Carla Mitchell","603-546-4097","cmitchell@bhrllc.com","DC1109","MA Debt Collector"
977918,"Bass & Associates, P.C.",,"3936 E. Ft. Lowell Rd. Suite 200","Tucson","AZ","USA",85712,"Patti Bass","520-577-1544","pbass@bass-associates.com","DC977918","MA Debt Collector"
2469,"Bayview Loan Servicing, Llc",,"4425 Ponce De Leon Blvd. 5Th Floor","Coral Gables","FL","USA",33146,"Vicky Rinaldi","305-646-3903","vickyrinaldi@bayviewassetmanagement.com","DC0852","MA Debt Collector"
2469,"Bayview Loan Servicing, Llc",8301,"689 Airport Freeway Ste. 100","Hurst","TX","USA",76053,"Vicky Rinaldi","305-646-3903","vickyrinaldi@bayviewassetmanagement.com","DC1327","MA Debt Collector"
2469,"Bayview Loan Servicing, Llc",9061,"1301 Virginia Drive Ste. 420","Ft. Washington","PA","USA",19034,"Vicky Rinaldi","305-646-3903","vickyrinaldi@bayviewassetmanagement.com","DC1284","MA Debt Collector"
2469,"Bayview Loan Servicing, Llc",10099,"1415 W. Cypress Creek Road Suite 200","Fort Lauderdale","FL","USA",33309,"Vicky Rinaldi","305-646-3903","vickyrinaldi@bayviewassetmanagement.com","DC1156","MA Debt Collector"
2469,"Bayview Loan Servicing, Llc",1230899,"7300 Corporate Center Drive Ste. 404","Miami","FL","USA",33126,"Vicky Rinaldi","305-646-3903","vickyrinaldi@bayviewassetmanagement.com","DC2469","MA Debt Collector"
2469,"Bayview Loan Servicing, Llc",1459090,"300 S. Craycroft Road Suite 400","Tucson","AZ","USA",85711,"Vicky Rinaldi","305-646-3903","vickyrinaldi@bayviewassetmanagement.com","DC2469","MA Debt Collector"
2469,"Bayview Loan Servicing, Llc",1600572,"11301 Carmel Commons Blvd. Ste. 200","Charlotte","NC","USA",28226,"Vicky Rinaldi","305-646-3903","vickyrinaldi@bayviewassetmanagement.com","DC2469","MA Debt Collector"
2469,"Bayview Loan Servicing, Llc",1613391,"5151 E Broadway Blvd. 3Rd Floor","Tucson","AZ","USA",85711,"Vicky Rinaldi","305-646-3903","vickyrinaldi@bayviewassetmanagement.com","DC2469","MA Debt Collector"
1187737,"Bca Financial Services, Inc.",,"18001 Old Cutler Rd., Suite 462 ","Miami","FL","USA",33157,"Pamela Kirchner","305-909-2200","pam.kirchner@bcafs.com","DC1187737","MA Debt Collector"
977708,"Bell & Williams Associates, Inc.",,"7 Wall St Suite 101B","Windham","NH","USA",3087,"William Moriarty","603-685-4651","wmoriarty@bellandwilliams.com","DC977708","MA Debt Collector"
931908,"Benuck & Rainey, Inc",,"25 Concord Road ","Lee","NH","USA",3861,"Nancy Rainey","603-868-5566","nrainey@benuckrainey.com","DC1110","MA Debt Collector"
937468,"Berlin-Wheeler, Inc.",,"2942 A Sw Wanamaker Dr. #200 ","Topeka","KS","USA",66614,"Debbie Turner","785-271-1000","debt@berlinwheeler.com","DC1262","MA Debt Collector"
952035,"Bonded Collection Corporation",,"2400 East Devon Suite 257","Des Plaines","IL","USA",60018,"Kenneth Rubin","312-279-8404","ken.rubin@bccfs.com","DC0779","MA Debt Collector"
945491,"Borenstein & Associates, Llc",,"7200 S Alton Way Suite B180","Centennial","CO","USA",80112,"Tricia Smith","303-468-5711","t.smith@ibalegal.com","DC945491","MA Debt Collector"
938936,"Brown & Joseph, Ltd",,"One Pierce Place Suite 1225W","Itasca","IL","USA",60143,"Jessica Schneider","847-758-3000x210","jschneider@brownandjoseph.com","DC112076-100","MA Debt Collector"
931902,"Byl Collection Services, Llc",,"301 Lacey Street ","West Chester","PA","USA",19382,"Ginte Vaskys","610-840-8141","gvaskys@bylcompanies.com","DC1182","MA Debt Collector"
935188,"Cac Financial Corp",,"2601 Nw Expressway, Suite 1000E ","Oklahoma City","OK","USA",73112,"April Vela","405-425-1583","avela@morganfinancialgrp.com","DC0540","MA Debt Collector"
953717,"Caine & Weiner Company, Inc.",,"21210 Erwin St ","Woodland Hills","CA","USA","91367-3714","Christopher Mathews","818-251-1720","chris.mathews@caine-weiner.com","DC0833","MA Debt Collector"
15622,"Caliber Home Loans, Inc.",,"3701 Regent Blvd. Suite 200","Irving","TX","USA",75063,"Shantay Griffin","469-242-1155","licensing@caliberhomeloans.com","DC0423","MA Debt Collector"
15622,"Caliber Home Loans, Inc.",183938,"16745 West Bernardo Drive Suite 300","San Diego","CA","USA",92127,"Shantay Griffin","469-242-1155","licensing@caliberhomeloans.com","DC1289","MA Debt Collector"
15622,"Caliber Home Loans, Inc.",973944,"13801 Wireless Way ","Oklahoma City","OK","USA",73134,"Shantay Griffin","469-242-1155","licensing@caliberhomeloans.com","DC15622","MA Debt Collector"
15622,"Caliber Home Loans, Inc.",1645570,"3701 Regent Blvd. Suite 200","Irving","TX","USA",75063,"Shantay Griffin","469-242-1155","licensing@caliberhomeloans.com","DC15622","MA Debt Collector"
276717,"Capital For Change, Inc.",,"121 Tremont Street ","Hartford","CT","USA",6105,"Calvin Vinal","860-586-2028","cvinal@capitalforchange.org","DC276717","MA Debt Collector"
954074,"Capital Management Services, Lp",,"698 1/2 S Ogden St. ","Buffalo","NY","USA",14206,"Jeffery Joyce","716-390-8569","jeffery.joyce@cms-collect.com","DC1085","MA Debt Collector"
2600,"Carrington Mortgage Services, Llc",,"1600 South Douglass Road, Suites 110 & 200-A ","Anaheim","CA","USA",92806,"Agnes Mendoza","(949) 517-7115","agnes.mendoza@carringtonmh.com","DC2600","MA Debt Collector"
2600,"Carrington Mortgage Services, Llc",13319,"2100 E. 196Th Street, Suites 100 & 200 ","Westfield","IN","USA",46074,"Agnes Mendoza","(949) 517-7115","agnes.mendoza@carringtonmh.com","DC2600","MA Debt Collector"
2600,"Carrington Mortgage Services, Llc",1433720,"6200 Tennyson Parkway, Suite 210 ","Plano","TX","USA",75024,"Agnes Mendoza","(949) 517-7115","agnes.mendoza@carringtonmh.com","DC2600","MA Debt Collector"
1091872,"Carrington Resolution Services, Llc",,"1600 South Douglass Road, Suite 200B ","Anaheim","CA","USA",92806,"Agnes Mendoza","949-517-7115","agnes.mendoza@carringtonmh.com","DC1091872","MA Debt Collector"
937467,"Carson Smithfield, Llc",,"101 Crossways Park Drive ","Woodbury","NY","USA",11797,"Michelle Roberts","516-576-0404x2087","michelle.roberts@cardworks.com","DC937467","MA Debt Collector"
937467,"Carson Smithfield, Llc",956632,"225 W. Station Square Drive 4Th Floor","Pittsburgh","PA","USA",15219,"Michelle Roberts","516-576-0404x2087","michelle.roberts@cardworks.com","DC956632","MA Debt Collector"
933075,"Carter Business Service, Inc.",,"150A Andover Street Suite12A","Danvers","MA","USA",1923,"Benson Ekstrom","781-246-4300","bekstrom@carterbusiness.com","DC0006","MA Debt Collector"
933075,"Carter Business Service, Inc.",1573356,"21 Courthouse Square ","Ossipee","NH","USA",3864,"Benson Ekstrom","781-246-4300","bekstrom@carterbusiness.com","DC933075","MA Debt Collector"
942695,"Cavalry Portfolio Services, Llc",,"500 Summit Lake Drive, Suite 400 ","Valhalla","NY","USA",10595,"Anne Thomas","914-347-3440","kcastagna@cavps.com","DC0956","MA Debt Collector"
942695,"Cavalry Portfolio Services, Llc",954029,"4500 South 129Th Avenue Ste. 165","Tulsa","OK","USA",74134,"Anne Thomas","914-347-3440","kcastagna@cavps.com","DC0954","MA Debt Collector"
